"Mass","MolForm","Count"
"200.092796017419","C9H15O4N","1401452.9"
"200.12917230768","C10H19O3N","1489265.4"
"200.805428271345",NA,"2514369.5"
"200.93794587064",NA,"1541712.6"
"201.040431265132","C8H10O6","2019548.4"
"201.076812231104","C9H14O5","6850016.5"
"201.113196944252","C10H18O4","15490533"
"201.124417891011","C9H18O3N2","8022502"
"201.149578211959","C11H22O3","1590504.8"
"201.350249031416",NA,"1132543.3"
"201.802013912371",NA,"27696688"
"201.907132956277",NA,"1137340.3"
"202.108438580329","C9H17O4N","1603409.8"
"202.828284674746",NA,"12090012"
"203.056088073855","C8H12O6","2766771"
"203.092453588257","C9H16O5","4991158.5"
"203.103686813096","C8H16O4N2","2507703.8"
"203.128837832673","C10H20O4","2630330.3"
"203.799070094314",NA,"2359547.3"
"204.066588592769","C11H11O3N","4080916.3"
"204.767103402567",NA,"1174867.8"
"204.791499231469",NA,"1214166"
"204.825338329813",NA,"12789593"
"205.014218786201","C10H6O5","1180137.5"
"205.05059474712","C11H10O4","1230572.8"
"205.071728897906","C8H14O6","1445742.5"
"206.789446351356",NA,"1468667.4"
"206.791900751453",NA,"3152379.5"
"206.822385734943",NA,"5432318"
"206.869897198844",NA,"1138433.6"
"207.012110279783","C10H8O3S","2624268.5"
"207.029870854621","C10H8O5","1497741.9"
"207.066249021166","C11H12O4","1526288.6"
"207.139023484778","C13H20O2","1657366.1"
"207.416312210108",NA,"1156715"
"208.074577289772",NA,"1311963"
"208.788974580722",NA,"2125196.8"
"208.789873925301",NA,"2354060.8"
"208.844689266682",NA,"1991824.6"
"208.845231900347",NA,"24121488"
"208.925701495454",NA,"1716118.1"
"209.009120706343","C9H6O6","2057115.8"
"209.045511357618","C10H10O5","2527902.3"
"209.081898098492","C11H14O4","1331872.6"
"209.118293639431","C12H18O3","1492899.1"
"209.154680339789","C13H22O2","2848933.5"
"210.040762393522","C9H9O5N","1151327.1"
"210.785299181979",NA,"1550861.4"
"210.786912033811",NA,"3233805.5"
"210.842298172441",NA,"38301968"
"211.024787422472","C9H8O6","2026011.9"
"211.061173644796","C10H12O5","3161886"
"211.097554978113","C11H16O4","7125280.5"
"211.133937736522","C12H20O3","6019362.5"
"211.193656726625",NA,"1159782"
"211.80213106176",NA,"2607945.8"
"212.002294236727","C8H7O4NS","1177557.3"
"212.020018214938","C8H7O6N","2467670.3"
"212.839342256102",NA,"19802500"
"212.886845377813",NA,"4311943"
"212.979181491172",NA,"10106252"
"213.015277479573","C7H6O6N2","3748750"
"213.040428460985","C9H10O6","1620367.3"
"213.076821569167","C10H14O5","7564689.5"
"213.113209153546","C11H18O4","8129939"
"213.124441853073","C10H18O3N2","5556628"
"213.149580605995","C12H22O3","5229973"
"214.050931022372","C12H9O3N","2471877.5"
