"Mass","MolForm","Count"
"200.048348949426",NA,"1200973.6"
"200.092796017419","C9H15O4N","2373201.3"
"200.12917230768","C10H19O3N","1197268.3"
"200.805428271345",NA,"2017418.3"
"200.93794587064",NA,"1386132.5"
"201.002807075658",NA,"2519449.5"
"201.040431265132","C8H10O6","1819036.4"
"201.076812231104","C9H14O5","7878815"
"201.088041786092","C8H14O4N2","1170080"
"201.113196944252","C10H18O4","10007714"
"201.124417891011","C9H18O3N2","2560930.8"
"201.149578211959","C11H22O3","2200996.5"
"201.797060806823",NA,"1253332.5"
"201.802013912371",NA,"20836564"
"202.072056785429","C8H13O5N","2077928.1"
"202.108438580329","C9H17O4N","2275818.8"
"202.658285710572",NA,"1148816.6"
"202.828284674746",NA,"3571484"
"203.056088073855","C8H12O6","2740011"
"203.082559275179","C11H12O2N2","1566252.9"
"203.092453588257","C9H16O5","6080813.5"
"203.103686813096","C8H16O4N2","1692462.3"
"203.128837832673","C10H20O4","2590767.8"
"203.160909484303",NA,"1149490"
"203.799070094314",NA,"2209626.8"
"204.066588592769","C11H11O3N","7215467"
"204.825338329813",NA,"4754840.5"
"204.938847829135",NA,"1545759.3"
"205.014218786201","C10H6O5","1222435.6"
"205.05059474712","C11H10O4","1448741.8"
"206.789446351356",NA,"1172869.4"
"206.791900751453",NA,"3420677.5"
"206.822385734943",NA,"2041863"
"206.866099379432",NA,"1136137.4"
"206.910023102085",NA,"6274571.5"
"207.012110279783","C10H8O3S","1139345"
"207.029870854621","C10H8O5","2268690"
"207.066249021166","C11H12O4","1235347.8"
"207.102632074417","C12H16O3","1351829.6"
"207.139023484778","C13H20O2","1652503.6"
"208.057500772216","C5H11O6N3","1188422.3"
"208.06150640565","C10H11O4N","1273926.5"
"208.074577289772",NA,"1442503.1"
"208.787353046948",NA,"1337962.5"
"208.788974580722",NA,"2700650.5"
"208.789873925301",NA,"2933354.5"
"208.845231900347",NA,"7082605.5"
"208.907090567679",NA,"3413104.3"
"208.925701495454",NA,"1307505.3"
"208.943425494404",NA,"1676658.1"
"209.009120706343","C9H6O6","2947189.3"
"209.045511357618","C10H10O5","2911607"
"209.081898098492","C11H14O4","1943672.9"
"209.118293639431","C12H18O3","1488378.6"
"209.154680339789","C13H22O2","2264956.5"
"210.040762393522","C9H9O5N","1731239.3"
"210.785299181979",NA,"1662410.9"
"210.786912033811",NA,"1683147"
"210.842298172441",NA,"12064462"
"210.922732622104",NA,"1372497.5"
"211.01232012778",NA,"3377109.8"
"211.024787422472","C9H8O6","4270806.5"
"211.061173644796","C10H12O5","6036184"
"211.097554978113","C11H16O4","8283866"
"211.133937736522","C12H20O3","5145307.5"
"212.020018214938","C8H7O6N","3521286.3"
"212.056422887594","C9H11O5N","1806600.1"
"212.092817652485","C10H15O4N","1372041.9"
"212.839342256102",NA,"6382894.5"
"212.964289767945",NA,"1764532.6"
"212.979181491172",NA,"4353845.5"
