"Mass","MolForm","Count"
"200.923845548781","C6H3O2S2P","1154060.8"
"201.040431265132","C8H10O6","1791000.8"
"201.076812231104","C9H14O5","6033948.5"
"201.113196944252","C10H18O4","2696992.3"
"203.034950586133","C11H8O4","1825753.9"
"203.056088073855","C8H12O6","2245083.8"
"203.071436829213","C12H12O3","1336413.1"
"203.092453588257","C9H16O5","2609887"
"205.014218786201","C10H6O5","1824644.3"
"205.05059474712","C11H10O4","2982791.3"
"205.053974323439","C8H14O4S","1191559.5"
"205.071728897906","C8H14O6","1728648.9"
"205.086977964246","C12H14O3","1542538.1"
"207.001840603637",NA,"1208222.3"
"207.012110279783","C10H8O3S","3023903"
"207.029870854621","C10H8O5","2641440.3"
"207.066249021166","C11H12O4","3553827"
"207.102632074417","C12H16O3","2136357.8"
"208.025121541864","C9H7O5N","1242472.3"
"208.06150640565","C10H11O4N","1255018.8"
"208.097890058785","C11H15O3N","1786221.4"
"208.845231900347",NA,"2223265.5"
"208.943425494404",NA,"1557416.1"
"209.009120706343","C9H6O6","1420204.6"
"209.045511357618","C10H10O5","5406383"
"209.081898098492","C11H14O4","4268721.5"
"209.094769856429","C8H19O4P","1344306.5"
"209.118293639431","C12H18O3","1349044.1"
"210.07714085529","C10H13O4N","1257268.5"
"210.842298172441",NA,"3362086.8"
"211.024787422472","C9H8O6","3242290.8"
"211.061173644796","C10H12O5","9497397"
"211.097554978113","C11H16O4","4401463.5"
"211.801958007326",NA,"3184996.8"
"212.056422887594","C9H11O5N","1522549.1"
"212.839342256102",NA,"2001319.3"
"213.040428460985","C9H10O6","5727156"
"213.076821569167","C10H14O5","12411830"
"213.113209153546","C11H18O4","2679992.8"
"213.963777275627","C7H5O3NS2","1225327"
"214.072073921271","C9H13O5N","2212085.8"
"215.001935810972","C8H8O5S","1366193.6"
"215.05607855856","C9H12O6","9399349"
"215.092472606394","C10H16O5","7926839.5"
"215.128844637363","C11H20O4","3721785.8"
"215.521694333585",NA,"1319763.4"
"217.050586552749","C12H10O4","1918392.9"
"217.071743109364","C9H14O6","4035258.3"
"217.108116925935","C10H18O5","2328764.8"
"219.029882278359","C11H8O5","2894403.8"
"219.066240733666","C12H12O4","2302022.5"
"219.087387684542","C9H16O6","1817800"
