"Mass","MolForm","Count"
"200.805428271345",NA,"2684659.8"
"201.040431265132","C8H10O6","1404043.3"
"201.076812231104","C9H14O5","1920782.9"
"201.801572701911",NA,"2969428.8"
"201.802013912371",NA,"31787860"
"202.936635865942",NA,"1160955.3"
"203.360698719648",NA,"1352671.4"
"203.799070094314",NA,"2644739.8"
"204.791499231469",NA,"2555730"
"204.825338329813",NA,"1537620.5"
"205.014218786201","C10H6O5","1268578.8"
"205.05059474712","C11H10O4","1592933.5"
"205.086977964246","C12H14O3","1320040.3"
"205.539218818001",NA,"1158921.5"
"206.788549981515",NA,"1597408.3"
"206.789446351356",NA,"2393568.3"
"207.029870854621","C10H8O5","1494000.1"
"207.066249021166","C11H12O4","1332466.6"
"207.352451889538",NA,"1138693.1"
"207.576218280297",NA,"1183635.4"
"208.786517163326",NA,"2351197.5"
"209.009120706343","C9H6O6","1547370.5"
"209.045511357618","C10H10O5","1710188.6"
"209.081898098492","C11H14O4","1548142.8"
"210.681229802993",NA,"1155144"
"211.061173644796","C10H12O5","2474972.3"
"211.097554978113","C11H16O4","2784734"
"211.80213106176",NA,"3087362.8"
"213.076821569167","C10H14O5","3138626.8"
"213.113209153546","C11H18O4","1244228.5"
"213.238124789382",NA,"1172298.6"
"214.883895382543",NA,"1507738"
"215.05607855856","C9H12O6","2301602.3"
"215.092472606394","C10H16O5","2429604"
"216.571840600481",NA,"1216106.4"
"216.764666067446",NA,"1160307.6"
"217.071743109364","C9H14O6","1224194.4"
"217.839975765374",NA,"2354215.5"
"219.066240733666","C12H12O4","1560676"
"221.045519148712","C11H10O5","1768907.3"
"221.081891220993","C12H14O4","6730701"
"222.09020962229",NA,"1367813.5"
"222.842244815288",NA,"3785777.5"
"223.024793149015","C10H8O6","1847356.4"
"223.061152325181","C11H12O5","3057726.5"
"223.097560476044","C12H16O4","1551936.9"
"224.066913757663",NA,"1156413.3"
"224.839290613273",NA,"2850480.3"
"224.997681151566",NA,"1152058.9"
"225.004032134366","C9H6O7","1380155.4"
"225.040449425761","C10H10O6","2076861.9"
"225.076819499069","C11H14O5","3578048.3"
"225.113187324246","C12H18O4","1708994.9"
"227.056078968671","C10H12O6","2931025.5"
"227.092465961673","C11H16O5","4198228"
"227.128872213729","C12H20O4","1865047.1"
"229.071741258755","C10H14O6","3449339"
"229.108115116444","C11H18O5","1879550.3"
"229.144519996425","C12H22O4","1408769.6"
"231.087383471431","C10H16O6","1719742.6"
"231.958795536463","C5H4O4N3SP","1349788.3"
"232.661368544556",NA,"1218348"
"233.045530744435","C12H10O5","1562521.1"
"233.081920778568","C13H14O4","1977757.5"
"233.154684480267","C15H22O2","3711398.3"
"235.024791246263","C11H8O6","1641363.4"
"235.061187254299","C12H12O5","3224728.3"
"235.097574871721","C13H16O4","2016925.3"
"236.609285310014",NA,"1151344.4"
"236.965896893828",NA,"1656228.6"
"237.04044214943","C11H10O6","2857903.8"
"237.076835148844","C12H14O5","4056501"
"237.113222661535","C13H18O4","2007226.5"
"239.019722068048","C10H8O7","1603554.4"
"239.056111749827","C11H12O6","3307240.3"
"239.067335160005","C10H12O5N2","4999402"
"239.092497043343","C12H16O5","4470510"
"239.128875334313","C13H20O4","6122228"
"239.760388253115",NA,"1472091.9"
"240.512859132274",NA,"1191259"
"241.03537000793","C10H10O7","1986613.5"
"241.071742177286","C11H14O6","6294588"
"241.107407766648",NA,"1408834.1"
"241.108108701126","C12H18O5","3471426.3"
"241.136462002825",NA,"23283784"
"241.144500716867","C13H22O4","2643016.8"
"241.757451400266",NA,"2190517.5"
"241.758342075002",NA,"2111925.5"
"242.139774985264","C12H21O4N","4129530.5"
"242.176146484794","C13H25O3N","2618113"
"242.996875251849","C9H8O6S","1218584.5"
"243.033276751001","C10H12O5S","1551263.3"
"243.051022355256","C10H12O7","3244962.5"
"243.087381596419","C11H16O6","5570985.5"
"243.123762567035","C12H20O5","1712304.3"
"243.133514748991",NA,"7398834"
"243.755390487252",NA,"1456424.1"
"244.136867466335",NA,"1348721.6"
"245.04891188695","C10H14O5S","1680932.9"
"245.066684736377","C10H14O7","1910056.4"
"245.081934244529","C14H14O4","1738795.4"
"245.103064150889","C11H18O6","3099439.8"
"245.824607597911",NA,"1393089.1"
"247.024801042077","C12H8O6","1682617.5"
"247.061201110717","C13H12O5","2512577.3"
"247.074263164443",NA,"4678340"
"247.097594453292","C14H16O4","2242760.8"
"247.110625955868",NA,"1309131.5"
"247.821646620676",NA,"1944674.8"
"248.056436095518","C12H11O5N","1435029.3"
"249.04046751717","C12H10O6","3288684.3"
"249.053522835028",NA,"1220079.1"
"249.071290403713",NA,"1342835.1"
"249.076852687644","C13H14O5","3911284.3"
"249.113222395913","C14H18O4","2650236.3"
"250.981556004188",NA,"2532898.8"
"251.019733178809","C11H8O7","1518891.6"
"251.041495639907",NA,"1203184.8"
"251.056098647611","C12H12O6","3725364"
"251.059479260227","C9H16O6S","1173556.9"
"251.069192576234",NA,"1483319.1"
"251.092506319237","C13H16O5","5442620.5"
"251.128903530196","C14H20O4","3151429"
"252.051361167026","C11H11O6N","1252252.5"
"252.087734846783","C12H15O5N","1387941.1"
"252.978589348877",NA,"1217401.3"
"253.035398330868","C11H10O7","3034631"
"253.07177564068","C12H14O6","8246799.5"
"253.082998606432","C11H14O5N2","16392722"
"253.108134502222","C13H18O5","6858264.5"
"253.144533727518","C14H22O4","4611617"
"253.925351200302",NA,"1226206.8"
"254.067022184674","C11H13O6N","1662977.4"
"255.014629846162","C10H8O8","1352683.6"
"255.05104328059","C11H12O7","4751348.5"
"255.087416289284","C12H16O6","9989118"
"255.123777597574","C13H20O5","4657159"
