"Mass","MolForm","Count"
"200.048348949426",NA,"1353673.6"
"200.092796017419","C9H15O4N","1775310.1"
"200.685817107042",NA,"1209545.3"
"200.805428271345",NA,"3571989"
"200.93794587064",NA,"2543905.8"
"201.040431265132","C8H10O6","1415723.5"
"201.076812231104","C9H14O5","8202031"
"201.113196944252","C10H18O4","8370994.5"
"201.149578211959","C11H22O3","1477429.9"
"201.802013912371",NA,"42638196"
"202.072056785429","C8H13O5N","1534986.6"
"202.108438580329","C9H17O4N","6787982"
"202.828284674746",NA,"13988812"
"203.056088073855","C8H12O6","3294687.3"
"203.092453588257","C9H16O5","5868002.5"
"203.128837832673","C10H20O4","2532069.5"
"203.799070094314",NA,"2513180"
"204.066588592769","C11H11O3N","5754417"
"204.791499231469",NA,"1630568.4"
"204.825338329813",NA,"16508011"
"204.970716501154",NA,"2163957.8"
"205.071728897906","C8H14O6","1375613.3"
"206.789446351356",NA,"1388533.6"
"206.791900751453",NA,"1377141.9"
"206.822385734943",NA,"6742264"
"206.910023102085",NA,"1828221.8"
"207.066249021166","C11H12O4","1638792"
"207.102632074417","C12H16O3","1473034.5"
"208.074577289772",NA,"1813065"
"208.097890058785","C11H15O3N","1716554.5"
"208.14192933262",NA,"1207501.3"
"208.844689266682",NA,"4349305"
"208.845231900347",NA,"51953016"
"208.925701495454",NA,"1767037.6"
"208.934578888928",NA,"1318014.3"
"208.943425494404",NA,"1183230.8"
"209.009120706343","C9H6O6","1738370.8"
"209.045511357618","C10H10O5","1685125"
"209.081898098492","C11H14O4","2478983.3"
"209.118293639431","C12H18O3","2876809.3"
"209.154680339789","C13H22O2","1671563.5"
"209.983273382227",NA,"1192508.9"
"210.841805512413",NA,"6882798.5"
"210.842298172441",NA,"77225456"
"210.845205328945",NA,"1819118.9"
"211.024787422472","C9H8O6","2016761.1"
"211.061173644796","C10H12O5","3121659.3"
"211.097554978113","C11H16O4","7450109.5"
"211.133937736522","C12H20O3","6017535.5"
"211.80213106176",NA,"1177637.4"
"212.020018214938","C8H7O6N","2934577.8"
"212.056422887594","C9H11O5N","1496115.8"
"212.838789314566",NA,"3660383.5"
"212.839342256102",NA,"40488544"
"212.886845377813",NA,"5338210.5"
"212.979181491172",NA,"7538279.5"
"213.015277479573","C7H6O6N2","5504105.5"
"213.040428460985","C9H10O6","1309034.9"
"213.076821569167","C10H14O5","5051501"
"213.113209153546","C11H18O4","6752879"
"213.124441853073","C10H18O3N2","7102063.5"
"213.149580605995","C12H22O3","2716785"
"214.035666826655","C8H9O6N","1512610.6"
"214.050931022372","C12H9O3N","14544548"
"214.108465571565","C10H17O4N","1750182.8"
"214.144827458405","C11H21O3N","2288552.8"
"214.836392930714",NA,"6209232"
"214.883895382543",NA,"2589138.5"
"214.934886885427",NA,"1807317.4"
"215.004832815648",NA,"1364185.4"
"215.05607855856","C9H12O6","3185372.3"
"215.092472606394","C10H16O5","6857438.5"
"215.128844637363","C11H20O4","6635232.5"
"215.165239431532","C12H24O3","1967586.5"
"215.708377821072",NA,"1264129.6"
"216.124095214762","C10H19O4N","6168345.5"
"216.932859219798",NA,"1540169.4"
"217.048401331019",NA,"1211088.4"
"217.071743109364","C9H14O6","4336465.5"
"217.108116925935","C10H18O5","6148948"
"218.103370495108","C9H17O5N","7392145"
"218.985623411678",NA,"1894344.9"
"218.986170237621",NA,"13549513"
"219.040529367726",NA,"1327692.5"
"219.077490658777","C11H12O3N2","1918414.9"
"219.087387684542","C9H16O6","3589583.5"
"219.139026465122","C14H20O2","10673107"
"219.830683457669",NA,"1234689"
"220.061480308079","C11H11O4N","2096656.6"
"220.146855486853",NA,"7254038.5"
"220.963466311801",NA,"1198000.1"
"220.998678850345",NA,"1627986.6"
"221.009125917917","C10H6O6","1313235.4"
"221.081310694852",NA,"4032600.5"
"221.081891220993","C12H14O4","38695000"
"221.15467759026","C14H22O2","16920670"
"222.077139882514","C11H13O4N","1301539"
"222.09020962229",NA,"14295204"
"222.337071579348",NA,"1425463.3"
"222.687080505873",NA,"1204434.9"
"222.85811550993",NA,"1264992.6"
"222.941326676962",NA,"1482471.4"
"222.950238026828",NA,"13254888"
